# blastn
# Iteration: 0
# Query: CP014529.1 Enterococcus faecium strain E745, complete genome
# RID: GCP0F4BC114
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5967 hits found
CP014529.1	CP014529.1	100.000	2765010	0	0	1	2765010	1	2765010	0.0	5.106e+06
CP014529.1	CP014529.1	99.226	6715	47	4	2252710	2259422	789051	782340	0.0	12107
CP014529.1	CP014529.1	99.226	6715	47	4	782340	789051	2259422	2252710	0.0	12107
CP014529.1	CP014529.1	92.175	8435	646	11	2626706	2635134	1270456	1278882	0.0	11908
CP014529.1	CP014529.1	92.175	8435	646	11	1270456	1278882	2626706	2635134	0.0	11908
CP014529.1	CP014529.1	97.886	6480	131	5	2258503	2264979	1412109	1405633	0.0	11202
CP014529.1	CP014529.1	97.886	6480	131	5	1405633	1412109	2264979	2258503	0.0	11202
CP014529.1	CP014529.1	99.707	5458	13	3	2741651	2747107	943765	938310	0.0	9987
CP014529.1	CP014529.1	99.707	5458	13	3	938310	943765	2747107	2741651	0.0	9987
CP014529.1	CP014529.1	99.706	5450	13	3	2741660	2747108	407542	402095	0.0	9973
CP014529.1	CP014529.1	99.706	5450	13	3	402095	407542	2747108	2741660	0.0	9973
CP014529.1	CP014529.1	99.616	5462	18	3	938296	943756	402083	407542	0.0	9967
CP014529.1	CP014529.1	99.616	5462	18	3	402083	407542	938296	943756	0.0	9967
CP014529.1	CP014529.1	99.561	5463	21	3	2415163	2420623	407586	402125	0.0	9952
CP014529.1	CP014529.1	99.561	5463	21	3	402125	407586	2420623	2415163	0.0	9952
CP014529.1	CP014529.1	99.815	5418	9	1	2415207	2420623	943756	938339	0.0	9949
CP014529.1	CP014529.1	99.815	5418	9	1	938339	943756	2420623	2415207	0.0	9949
CP014529.1	CP014529.1	99.668	5419	15	3	2741660	2747077	2415207	2420623	0.0	9904
CP014529.1	CP014529.1	99.668	5419	15	3	2415207	2420623	2741660	2747077	0.0	9904
CP014529.1	CP014529.1	94.014	6498	383	5	2636145	2642641	1278980	1285472	0.0	9840
CP014529.1	CP014529.1	94.014	6498	383	5	1278980	1285472	2636145	2642641	0.0	9840
