# blastn
# Iteration: 0
# Query: tig00000001 len=2773606 reads=14036 covStat=2535.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes
# RID: GCM467C3114
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6046 hits found
tig00000001	CP014529.1	99.995	2195430	1	101	578267	2773606	2765010	569593	0.0	4.054e+06
tig00000001	CP014529.1	99.996	578290	0	24	1	578266	578289	1	0.0	1.068e+06
tig00000001	CP014529.1	99.226	6715	47	4	1083839	1090551	782340	789051	0.0	12107
tig00000001	CP014529.1	99.226	6715	47	4	2554152	2560863	2252710	2259422	0.0	12107
tig00000001	CP014529.1	92.175	8435	646	11	708136	716564	1278882	1270456	0.0	11908
tig00000001	CP014529.1	92.175	8435	646	11	2064337	2072763	2635134	2626706	0.0	11908
tig00000001	CP014529.1	97.886	6480	131	5	1078282	1084758	1405633	1412109	0.0	11202
tig00000001	CP014529.1	97.886	6480	131	5	1931121	1937597	2258503	2264979	0.0	11202
tig00000001	CP014529.1	99.707	5458	13	3	596169	601625	938310	943765	0.0	9987
tig00000001	CP014529.1	99.707	5458	13	3	2399440	2404895	2741651	2747107	0.0	9987
tig00000001	CP014529.1	99.706	5450	13	3	596168	601616	402095	407542	0.0	9973
tig00000001	CP014529.1	99.706	5450	13	3	170742	176189	2741660	2747108	0.0	9973
tig00000001	CP014529.1	99.616	5462	18	3	2399449	2404909	407542	402083	0.0	9967
tig00000001	CP014529.1	99.616	5462	18	3	170742	176201	943756	938296	0.0	9967
tig00000001	CP014529.1	99.561	5463	21	3	922644	928104	402125	407586	0.0	9952
tig00000001	CP014529.1	99.561	5463	21	3	170698	176159	2415163	2420623	0.0	9952
tig00000001	CP014529.1	99.815	5418	9	1	922644	928060	938339	943756	0.0	9949
tig00000001	CP014529.1	99.815	5418	9	1	2399449	2404866	2415207	2420623	0.0	9949
tig00000001	CP014529.1	99.668	5419	15	3	596199	601616	2420623	2415207	0.0	9904
tig00000001	CP014529.1	99.668	5419	15	3	922644	928060	2747077	2741660	0.0	9904
tig00000001	CP014529.1	94.014	6498	383	5	700629	707125	1285472	1278980	0.0	9840
tig00000001	CP014529.1	94.014	6498	383	5	2057747	2064239	2642641	2636145	0.0	9840
tig00000001	CP014529.1	99.792	5278	10	1	826694	831970	2129571	2124294	0.0	9684
tig00000001	CP014529.1	99.792	5278	10	1	1213685	1218962	2516576	2511300	0.0	9684
tig00000001	CP014529.1	99.537	4102	7	3	598221	602322	2514704	2510615	0.0	7459
tig00000001	CP014529.1	99.537	4102	7	3	828566	832655	2745055	2740954	0.0	7459
tig00000001	CP014529.1	99.799	3480	7	0	1215558	1219037	940361	943840	0.0	6388
tig00000001	CP014529.1	99.799	3480	7	0	2399365	2402844	2124219	2127698	0.0	6388
tig00000001	CP014529.1	99.765	3405	8	0	828566	831970	940361	943765	0.0	6244
tig00000001	CP014529.1	99.853	3396	5	0	828566	831961	2418602	2415207	0.0	6244
tig00000001	CP014529.1	99.765	3405	8	0	2399440	2402844	2511300	2514704	0.0	6244
tig00000001	CP014529.1	99.853	3396	5	0	924665	928060	2514704	2511309	0.0	6244
tig00000001	CP014529.1	99.736	3405	9	0	598221	601625	2127698	2124294	0.0	6239
tig00000001	CP014529.1	99.823	3396	6	0	924665	928060	2127698	2124303	0.0	6239
tig00000001	CP014529.1	99.823	3396	6	0	1215558	1218953	2418602	2415207	0.0	6239
tig00000001	CP014529.1	99.736	3405	9	0	1215558	1218962	2745055	2741651	0.0	6239
tig00000001	CP014529.1	99.794	3396	7	0	828566	831961	404147	407542	0.0	6233
tig00000001	CP014529.1	99.794	3396	7	0	170742	174137	2511309	2514704	0.0	6233
tig00000001	CP014529.1	99.764	3396	8	0	1215558	1218953	404147	407542	0.0	6228
tig00000001	CP014529.1	99.764	3396	8	0	170742	174137	2124303	2127698	0.0	6228
tig00000001	CP014529.1	94.597	4016	210	6	1955627	1959638	758082	754070	0.0	6207
tig00000001	CP014529.1	94.597	4016	210	6	2585121	2589133	1387602	1383591	0.0	6207
tig00000001	CP014529.1	99.832	2381	4	0	1058314	1060694	759579	761959	0.0	4375
tig00000001	CP014529.1	99.832	2381	4	0	2581244	2583624	2282567	2284947	0.0	4375
tig00000001	CP014529.1	99.872	2348	3	0	1134347	1136694	1317303	1319650	0.0	4320
tig00000001	CP014529.1	99.872	2348	3	0	2023570	2025917	2206563	2208910	0.0	4320
tig00000001	CP014529.1	99.562	2054	8	1	826410	828463	938303	940355	0.0	3742
tig00000001	CP014529.1	99.562	2054	8	1	2402850	2404902	2514807	2516860	0.0	3742
tig00000001	CP014529.1	98.525	2102	25	6	596119	598215	2516907	2514807	0.0	3705
tig00000001	CP014529.1	98.525	2102	25	6	826363	828463	2747157	2745061	0.0	3705
tig00000001	CP014529.1	99.554	2017	8	1	826447	828463	2420623	2418608	0.0	3674
tig00000001	CP014529.1	99.554	2017	8	1	922644	924659	2516823	2514807	0.0	3674
tig00000001	CP014529.1	98.600	2072	25	4	826394	828463	402072	404141	0.0	3663
tig00000001	CP014529.1	98.647	2069	24	4	174143	176209	2514807	2516873	0.0	3663
tig00000001	CP014529.1	90.274	2704	261	2	697854	700556	1291077	1288375	0.0	3535
tig00000001	CP014529.1	90.274	2704	261	2	2052142	2054844	2645416	2642714	0.0	3535
tig00000001	CP014529.1	96.399	2138	75	2	1928430	1930566	1239963	1237827	0.0	3520
tig00000001	CP014529.1	96.305	2138	75	4	2103253	2105387	1414800	1412664	0.0	3507
tig00000001	CP014529.1	100.000	1798	0	0	1243173	1244970	1244030	1245827	0.0	3321
tig00000001	CP014529.1	100.000	1798	0	0	2097391	2099188	2098286	2100083	0.0	3321
tig00000001	CP014529.1	99.944	1798	1	0	1726204	1728001	907248	905451	0.0	3315
tig00000001	CP014529.1	99.944	1798	1	0	2435957	2437754	1617032	1615235	0.0	3315
tig00000001	CP014529.1	100.000	1794	0	0	2097391	2099184	907245	905452	0.0	3314
tig00000001	CP014529.1	100.000	1794	0	0	1243177	1244970	905452	907245	0.0	3314
tig00000001	CP014529.1	100.000	1794	0	0	2435960	2437753	1245827	1244034	0.0	3314
tig00000001	CP014529.1	100.000	1794	0	0	2435960	2437753	2098286	2100079	0.0	3314
tig00000001	CP014529.1	99.944	1794	1	0	1726207	1728000	1245827	1244034	0.0	3308
tig00000001	CP014529.1	99.944	1794	1	0	2097391	2099184	1617029	1615236	0.0	3308
tig00000001	CP014529.1	99.944	1794	1	0	1243177	1244970	1615236	1617029	0.0	3308
tig00000001	CP014529.1	99.944	1794	1	0	1726207	1728000	2098286	2100079	0.0	3308
tig00000001	CP014529.1	99.944	1771	1	0	596445	598215	2129571	2127801	0.0	3265
tig00000001	CP014529.1	99.944	1771	1	0	1213685	1215455	2746831	2745061	0.0	3265
tig00000001	CP014529.1	99.887	1771	1	1	1213685	1215455	938586	940355	0.0	3258
tig00000001	CP014529.1	99.887	1771	1	1	2402850	2404619	2127801	2129571	0.0	3258
tig00000001	CP014529.1	99.774	1771	3	1	922890	924659	2129571	2127801	0.0	3247
tig00000001	CP014529.1	99.774	1771	3	1	1213685	1215455	2420377	2418608	0.0	3247
tig00000001	CP014529.1	99.718	1772	3	2	1213685	1215455	402371	404141	0.0	3243
tig00000001	CP014529.1	99.718	1772	3	2	174143	175913	2127801	2129571	0.0	3243
tig00000001	CP014529.1	99.940	1679	1	0	313236	314914	211398	209720	0.0	3096
tig00000001	CP014529.1	99.940	1679	1	0	225211	226889	211398	209720	0.0	3096
tig00000001	CP014529.1	99.940	1679	1	0	313236	314914	258652	260330	0.0	3096
tig00000001	CP014529.1	99.940	1679	1	0	317942	319620	263359	265037	0.0	3096
tig00000001	CP014529.1	99.940	1679	1	0	366874	368552	265037	263359	0.0	3096
tig00000001	CP014529.1	99.940	1679	1	0	366874	368552	353073	351395	0.0	3096
tig00000001	CP014529.1	99.356	1709	7	4	317942	319647	209720	211427	0.0	3092
tig00000001	CP014529.1	99.356	1709	7	4	366845	368552	258625	260330	0.0	3092
tig00000001	CP014529.1	99.763	1686	4	0	225205	226890	258646	260331	0.0	3092
tig00000001	CP014529.1	99.704	1689	5	0	317938	319626	351391	353079	0.0	3092
tig00000001	CP014529.1	99.881	1679	2	0	225211	226889	265037	263359	0.0	3090
tig00000001	CP014529.1	99.881	1679	2	0	313236	314914	353073	351395	0.0	3090
tig00000001	CP014529.1	99.817	1638	3	0	2203444	2205081	2688318	2686681	0.0	3009
tig00000001	CP014529.1	100.000	1628	0	0	479528	481155	2686692	2688319	0.0	3007
tig00000001	CP014529.1	100.000	1627	0	0	2203444	2205070	97113	98739	0.0	3005
tig00000001	CP014529.1	100.000	1627	0	0	479528	481154	1138140	1139766	0.0	3005
tig00000001	CP014529.1	99.756	1638	3	1	654958	656594	1139766	1138129	0.0	3001
tig00000001	CP014529.1	99.939	1628	0	1	654957	656583	97112	98739	0.0	3000
tig00000001	CP014529.1	100.000	1544	0	0	1125758	1127301	1367622	1366079	0.0	2852
tig00000001	CP014529.1	100.000	1544	0	0	1975607	1977150	2217499	2215956	0.0	2852
tig00000001	CP014529.1	100.000	1540	0	0	1923717	1925256	530964	532503	0.0	2844
tig00000001	CP014529.1	99.870	1540	0	2	45785	47322	1417974	1419513	0.0	2832
