
# blastn
# Iteration: 0
# Query: CP014529.1 Enterococcus faecium strain E745, complete genome
# RID: GCNDPRJH114
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 14336 hits found
CP014529.1	NC_017960.1	99.977	184423	21	19	2296236	2480655	2298541	2482944	0.0	3.323e+05
CP014529.1	NC_017960.1	99.940	180623	32	21	1861220	2041777	1258986	1078376	0.0	3.252e+05
CP014529.1	NC_017960.1	99.986	174357	13	10	1415191	1589543	1700464	1526115	0.0	3.143e+05
CP014529.1	NC_017960.1	99.883	171594	184	12	907238	1078822	2182601	2011016	0.0	3.085e+05
CP014529.1	NC_017960.1	99.908	162232	121	22	354805	517024	415457	577671	0.0	2.918e+05
CP014529.1	NC_017960.1	99.954	140760	47	15	607957	748707	681726	822476	0.0	2.535e+05
CP014529.1	NC_017960.1	99.943	138321	64	12	1669164	1807479	1445864	1307554	0.0	2.490e+05
CP014529.1	NC_017960.1	99.984	115969	7	7	789490	905456	2298559	2182600	0.0	2.090e+05
CP014529.1	NC_017960.1	99.992	107752	4	5	2518626	2626374	2516934	2624683	0.0	1.943e+05
CP014529.1	NC_017960.1	99.974	91550	17	6	516715	608260	590604	682150	0.0	1.650e+05
CP014529.1	NC_017960.1	99.974	87749	13	10	2056367	2144111	1063765	976023	0.0	1.581e+05
CP014529.1	NC_017960.1	99.861	80002	86	13	1	79988	71	80061	0.0	1.437e+05
CP014529.1	NC_017960.1	99.991	64238	6	0	1591056	1655293	1526124	1461887	0.0	1.158e+05
CP014529.1	NC_017960.1	99.986	56598	6	2	1278705	1335302	1795489	1738894	0.0	1.020e+05
CP014529.1	NC_017960.1	99.989	43883	3	2	2162683	2206564	960495	916614	0.0	79107
CP014529.1	NC_017960.1	99.953	40783	11	6	2724158	2764940	2657363	2698137	0.0	73441
CP014529.1	NC_017960.1	98.577	40043	540	20	1199969	1239996	1871511	1831484	0.0	69580
CP014529.1	NC_017960.1	99.916	34725	12	12	1241277	1275994	1830202	1795488	0.0	62453
CP014529.1	NC_017960.1	99.781	33341	43	6	2691257	2724595	2624629	2657941	0.0	59797
CP014529.1	NC_017960.1	99.614	33384	39	9	2691257	2724638	2624629	2657924	0.0	59663
CP014529.1	NC_017960.1	99.237	32231	234	12	177496	209720	170006	202230	0.0	56973
CP014529.1	NC_017960.1	98.612	28537	388	5	2230899	2259433	882648	854118	0.0	49662
CP014529.1	NC_017960.1	99.985	27096	2	2	1336817	1363911	1738901	1711807	0.0	48840
CP014529.1	NC_017960.1	99.792	26425	46	7	2479624	2506045	2481634	2508052	0.0	47382
CP014529.1	NC_017960.1	99.628	25508	94	1	1834198	1859705	1284485	1258979	0.0	45568
CP014529.1	NC_017960.1	99.325	25170	161	9	1099998	1125165	1992662	1967500	0.0	44593
CP014529.1	NC_017960.1	99.387	23835	140	4	127643	151472	119863	143696	0.0	42313
CP014529.1	NC_017960.1	99.718	23011	64	1	752423	775433	825731	848740	0.0	41201
CP014529.1	NC_017960.1	99.414	22869	133	1	215491	238358	211969	234837	0.0	40634
CP014529.1	NC_017960.1	99.736	20804	47	8	330595	351395	393056	413854	0.0	37240
CP014529.1	NC_017960.1	99.345	19390	124	3	98735	118122	89544	108932	0.0	34384
CP014529.1	NC_017960.1	99.712	18414	48	5	1081750	1100161	2011029	1992619	0.0	32950
CP014529.1	NC_017960.1	99.506	15983	64	4	152703	168672	145328	161308	0.0	28463
CP014529.1	NC_017960.1	99.987	15545	2	0	2145625	2161169	976031	960487	0.0	28025
CP014529.1	NC_017960.1	97.919	15954	297	10	1160321	1176270	1931617	1915695	0.0	27261
CP014529.1	NC_017960.1	98.857	15141	169	4	314397	329534	377923	393062	0.0	26510
CP014529.1	NC_017960.1	99.703	13816	32	9	1819324	1833135	1298290	1284480	0.0	24698
CP014529.1	NC_017960.1	98.983	13864	140	1	270521	284384	265695	279557	0.0	24362
CP014529.1	NC_017960.1	99.977	13088	2	1	2043288	2056374	1078356	1065269	0.0	23585
CP014529.1	NC_017960.1	98.016	13106	233	16	301626	314723	365040	378126	0.0	22415
CP014529.1	NC_017960.1	99.604	12107	48	0	776945	789051	848730	860836	0.0	21618
CP014529.1	NC_017960.1	99.963	10788	1	2	1367619	1378406	1711175	1700391	0.0	19430
CP014529.1	NC_017960.1	98.937	10250	109	0	1150079	1160328	1943381	1933132	0.0	17993
CP014529.1	NC_017960.1	99.742	9304	24	0	87813	97116	80242	89545	0.0	16671
CP014529.1	NC_017960.1	99.687	9275	21	7	1808994	1818260	1307561	1298287	0.0	16572
CP014529.1	NC_017960.1	98.138	9183	167	4	1139763	1148943	1953691	1944511	0.0	15775
CP014529.1	NC_017960.1	99.526	7385	28	4	168748	176131	161262	168640	0.0	13149
CP014529.1	NC_017960.1	98.118	7440	82	18	2509678	2517111	2509554	2516941	0.0	12758
CP014529.1	NC_017960.1	99.414	6315	37	0	1131830	1138144	1960004	1953690	0.0	11221
CP014529.1	NC_017960.1	99.947	5626	3	0	1661167	1666792	1456470	1450845	0.0	10132
CP014529.1	NC_017960.1	94.014	6498	383	4	2636145	2642641	1795214	1788722	0.0	9952
CP014529.1	NC_017960.1	99.489	5483	18	6	938310	943787	2680304	2674827	0.0	9744
CP014529.1	NC_017960.1	99.706	5450	12	4	2741660	2747108	468184	462738	0.0	9743
CP014529.1	NC_017960.1	99.615	5460	18	3	938298	943756	462727	468184	0.0	9741
CP014529.1	NC_017960.1	99.561	5463	21	3	402125	407586	2422917	2417457	0.0	9734
CP014529.1	NC_017960.1	99.561	5463	20	4	2415163	2420623	468228	462768	0.0	9730
CP014529.1	NC_017960.1	99.560	5460	20	3	938297	943756	2422956	2417501	0.0	9728
